,COD_CPPOP_CRI,IRPAR_USAGE_V12_MAX,IRPRO_USAGE_V12_MAX,QUA_INT_1_BRP,QUA_INT_MAX_BRP,CODTYP_CRT_TRAVAIL_CRI,COD_SITU_LOGT_CRI,COD_TYPE_MARCHE_CRI,IND_PRIMO_ACCEDT_CRI,TOP_NAT_FR_CRI,g_MNT_TOT_ASSURANCE_CRI,g_COUT_RACHAT_BRP,g_quotite,g_PCT_TEG_TAEG_CRI,g_MOY_ANC_PROF_BRP,g_BEST_APPORT_TX_BRP,defaut_36mois
101331,0,2,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_1,,0
101332,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_1,,0
101333,2,0,1,0,0,2,3,0,1,1,grp_3,grp_1,grp_1,grp_3,grp_1,grp_3,0
101334,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_2,grp_3,0
101335,0,0,1,0,0,0,1,1,1,1,grp_2,grp_3,grp_4,grp_2,grp_1,grp_3,0
101336,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_2,grp_3,grp_2,0
101337,0,0,1,0,1,0,2,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_3,grp_1,0
101338,2,2,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_2,grp_4,0
101339,1,2,1,0,0,0,1,0,1,1,grp_2,grp_3,grp_3,grp_2,grp_2,grp_4,0
101340,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_2,0
101341,1,1,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_4,grp_2,grp_3,grp_4,0
101342,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_3,0
101343,0,1,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_2,grp_3,grp_1,,0
101344,2,0,1,1,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_2,0
101345,0,0,1,0,0,2,3,0,1,0,grp_2,grp_3,grp_1,grp_2,grp_3,,0
101346,0,0,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_3,grp_1,grp_2,,0
101347,0,2,1,2,1,0,1,0,0,1,grp_2,grp_3,grp_1,grp_2,grp_1,grp_2,0
101348,1,1,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_1,grp_3,grp_1,grp_2,1
101349,0,2,1,0,1,0,2,0,1,1,grp_1,grp_3,grp_2,grp_2,grp_3,,0
101350,0,2,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_4,grp_1,grp_1,grp_4,0
101351,0,0,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_4,grp_3,grp_3,grp_4,0
101352,2,0,1,0,0,0,1,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_2,0
101353,2,0,1,0,0,0,3,1,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_4,0
101354,0,2,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_2,,0
101355,0,1,1,0,1,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_1,,0
101356,0,0,1,1,0,1,2,0,1,1,grp_1,grp_3,grp_4,grp_1,grp_1,grp_4,0
101357,0,2,1,2,1,0,2,0,0,1,grp_1,grp_3,grp_1,grp_1,grp_2,grp_2,0
101358,1,0,1,1,0,0,3,0,1,1,grp_3,grp_3,grp_4,grp_3,grp_3,grp_3,0
101359,2,2,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_3,,0
101360,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_1,grp_2,0
101361,2,0,1,2,1,0,2,0,1,0,grp_2,grp_1,grp_1,grp_3,grp_3,grp_2,0
101362,1,2,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_3,grp_2,grp_3,grp_4,0
101363,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_3,grp_1,0
101364,2,2,1,0,0,0,3,1,1,1,grp_2,grp_2,grp_1,grp_2,grp_1,grp_3,0
101365,1,0,1,0,0,2,1,0,0,1,grp_3,grp_3,grp_3,grp_2,grp_1,grp_3,0
101366,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_1,grp_1,0
101367,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_3,grp_3,grp_1,0
101368,2,0,1,1,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,,0
101369,0,2,1,2,1,0,2,0,0,1,grp_1,grp_3,grp_3,grp_1,grp_3,grp_2,0
101370,0,0,1,0,0,0,2,0,1,1,grp_1,grp_3,grp_4,grp_2,grp_3,grp_4,0
101371,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_3,grp_1,grp_3,0
101372,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_3,,0
101373,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_3,0
101374,0,0,1,1,0,0,3,0,1,1,grp_1,grp_3,grp_3,grp_2,grp_1,grp_3,0
101375,0,0,1,0,1,0,3,0,0,1,grp_2,grp_3,grp_1,grp_3,grp_3,,0
101376,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_2,grp_1,grp_2,grp_2,0
101377,1,0,1,0,0,0,1,0,0,1,grp_1,grp_3,grp_3,grp_1,grp_3,grp_3,0
101378,0,0,1,1,0,0,2,0,1,1,grp_3,grp_3,grp_4,grp_3,grp_2,grp_4,0
101379,0,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_1,,0
101380,2,0,1,0,1,2,3,1,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_1,0
101381,2,0,1,0,0,0,3,0,0,0,grp_2,grp_1,grp_2,grp_2,grp_1,grp_1,0
101382,0,0,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_4,grp_2,grp_3,grp_4,0
101383,0,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_3,,0
101384,0,0,1,2,1,0,1,0,0,1,grp_1,grp_3,grp_2,grp_2,grp_3,,0
101385,0,0,1,0,0,0,1,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_3,grp_2,0
101386,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_3,grp_3,grp_2,grp_2,0
101387,0,0,1,0,0,0,1,0,0,1,grp_1,grp_3,grp_1,grp_1,grp_2,grp_1,0
101388,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_3,grp_3,grp_2,,0
101389,0,2,1,0,0,0,1,0,0,1,grp_1,grp_3,grp_1,grp_1,grp_3,grp_2,0
101390,2,2,1,0,0,0,3,0,1,0,grp_2,grp_1,grp_1,grp_3,grp_1,grp_2,0
101391,0,0,1,2,1,0,1,0,0,1,grp_1,grp_3,grp_3,grp_3,grp_3,grp_2,0
101392,2,0,1,2,1,0,3,1,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
101393,2,0,1,0,0,0,3,1,1,1,grp_1,grp_3,grp_3,grp_2,grp_1,grp_1,0
101394,0,2,1,0,1,0,3,0,1,1,grp_3,grp_3,grp_3,grp_3,grp_1,grp_2,0
101395,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_3,grp_3,grp_1,grp_2,0
101396,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_1,grp_1,0
101397,1,0,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_4,grp_2,grp_3,grp_4,0
101398,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_2,grp_2,grp_1,grp_1,0
101399,0,0,1,0,0,2,1,0,0,1,grp_1,grp_3,grp_1,grp_1,grp_3,grp_1,0
101400,0,0,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_4,grp_3,grp_2,grp_3,0
101401,2,0,1,0,1,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_3,grp_4,0
101402,2,0,1,2,1,0,3,0,1,1,grp_2,grp_1,grp_3,grp_3,grp_3,grp_2,0
101403,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_2,0
101404,0,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_1,,0
101405,0,1,1,0,0,0,2,1,0,1,grp_1,grp_3,grp_4,grp_1,grp_1,grp_4,0
101406,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_1,0
101407,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_2,grp_1,0
101408,1,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_4,grp_3,grp_1,grp_4,0
101409,0,1,1,0,0,0,1,0,0,1,grp_1,grp_3,grp_3,grp_1,grp_1,grp_2,0
101410,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_3,grp_2,grp_1,,0
101411,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_2,grp_3,0
101412,0,0,1,0,0,0,1,0,0,1,grp_1,grp_3,grp_2,grp_2,grp_3,grp_3,0
101413,1,2,1,1,0,2,3,0,1,0,grp_1,grp_3,grp_1,grp_4,grp_3,grp_1,0
101414,2,0,1,0,0,0,3,0,1,1,grp_3,grp_1,grp_1,grp_3,grp_2,grp_3,0
101415,0,2,1,0,0,2,2,0,1,1,grp_3,grp_3,grp_3,grp_3,grp_1,grp_3,0
101416,2,0,1,0,1,0,3,0,1,1,grp_2,grp_1,grp_3,grp_3,grp_3,,0
101417,2,0,1,2,1,0,3,0,0,1,grp_1,grp_1,grp_2,grp_2,grp_1,grp_2,0
101418,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_2,0
101419,2,2,1,0,0,2,3,0,1,1,grp_3,grp_1,grp_2,grp_3,grp_1,grp_4,0
101420,2,0,1,1,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
101421,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_3,0
101422,0,2,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_3,grp_3,grp_3,,0
101423,1,2,1,0,0,0,1,1,1,1,grp_2,grp_3,grp_1,grp_1,grp_1,grp_4,0
101424,1,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_3,grp_2,grp_1,,0
101425,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_3,grp_3,grp_3,grp_3,0
101426,0,0,0,0,0,0,3,0,1,1,grp_3,grp_3,grp_4,grp_3,grp_1,,0
101427,0,1,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_2,grp_2,grp_2,,0
101428,1,0,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_3,grp_3,grp_3,grp_3,0
101429,0,0,1,1,0,2,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_1,grp_1,0
101430,2,0,1,2,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_2,grp_1,grp_2,0
101431,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_2,grp_2,0
101432,2,0,1,0,0,0,3,0,0,1,grp_1,grp_1,grp_3,grp_2,grp_3,grp_2,0
101433,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_1,0
101434,2,0,1,2,1,0,1,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_3,0
101435,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_3,grp_3,,0
101436,0,0,1,0,0,0,2,0,0,1,grp_2,grp_3,grp_3,grp_3,grp_3,grp_2,0
101437,0,0,1,0,1,2,1,0,1,1,grp_3,grp_3,grp_4,grp_2,grp_2,grp_4,0
101438,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_3,grp_1,0
101439,2,2,1,0,0,1,3,0,1,1,grp_1,grp_3,grp_3,grp_3,grp_3,grp_1,0
101440,0,1,1,1,0,0,1,0,0,1,grp_1,grp_3,grp_3,grp_1,grp_1,grp_3,0
101441,1,2,1,2,1,0,1,0,0,0,grp_3,grp_3,grp_4,grp_3,grp_3,grp_4,0
101442,1,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_2,grp_2,grp_1,,0
101443,0,0,1,0,0,0,2,1,1,1,grp_2,grp_3,grp_3,grp_2,grp_3,,0
101444,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_2,grp_1,grp_1,grp_1,0
101445,2,1,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_2,grp_3,0
101446,0,0,1,0,1,0,1,0,0,0,grp_3,grp_3,grp_1,grp_3,grp_3,,0
101447,0,0,1,0,0,1,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_2,grp_1,0
101448,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_3,grp_1,grp_3,0
101449,0,0,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_1,grp_1,grp_1,grp_1,0
101450,0,0,1,0,1,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_1,grp_1,0
101451,1,0,1,0,1,2,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_3,,0
101452,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_3,grp_2,,0
101453,0,0,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_4,grp_3,grp_3,grp_2,0
101454,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
101455,1,0,1,2,1,0,3,0,1,1,grp_3,grp_3,grp_3,grp_3,grp_1,grp_2,0
101456,1,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_4,grp_3,grp_1,grp_4,0
101457,0,0,1,1,0,0,1,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_1,grp_1,0
101458,2,1,0,0,0,0,3,1,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_1,0
101459,1,0,0,3,2,0,2,1,1,1,grp_1,grp_3,grp_1,grp_1,grp_3,grp_4,0
101460,2,2,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_3,grp_1,1
101461,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_2,0
101462,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_2,grp_1,grp_1,0
101463,2,2,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_2,grp_1,0
101464,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_4,grp_3,grp_3,grp_4,0
101465,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_1,grp_2,0
101466,2,0,1,0,0,0,2,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_1,0
101467,0,0,1,0,0,2,1,0,0,1,grp_3,grp_3,grp_1,grp_2,grp_1,,0
101468,0,1,1,2,1,2,3,0,1,1,grp_2,grp_3,grp_3,grp_2,grp_1,grp_2,0
101469,0,0,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_1,grp_2,grp_1,grp_4,0
101470,0,2,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_4,grp_1,grp_3,grp_4,0
101471,0,2,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_3,grp_3,grp_1,,0
101472,2,0,1,0,1,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_3,0
101473,1,2,1,0,0,0,1,0,1,1,grp_1,grp_3,grp_4,grp_1,grp_2,grp_4,0
101474,0,0,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_3,grp_3,grp_1,grp_3,0
101475,0,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_4,grp_2,grp_1,grp_4,0
101476,0,2,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_4,grp_2,grp_3,grp_4,0
101477,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_1,0
101478,0,1,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_3,grp_3,grp_1,grp_2,0
101479,2,0,1,0,0,2,2,0,0,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_3,0
101480,0,0,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_3,grp_2,grp_3,grp_3,0
101481,0,1,1,0,0,0,1,0,1,1,grp_3,grp_3,grp_3,grp_2,grp_2,grp_2,0
101482,2,0,1,1,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_1,0
101483,0,1,1,0,0,0,2,0,0,0,grp_2,grp_3,grp_4,grp_1,grp_2,grp_4,0
101484,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_3,0
101485,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_2,grp_2,0
101486,0,0,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_1,grp_1,grp_3,grp_1,0
101487,1,0,1,0,0,0,3,0,1,0,grp_3,grp_3,grp_3,grp_3,grp_1,grp_3,0
101488,2,0,1,0,0,0,3,0,0,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
101489,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_2,grp_1,0
101490,0,0,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_1,grp_2,grp_2,grp_2,0
101491,0,0,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_3,grp_2,grp_3,grp_3,0
101492,2,0,1,2,1,0,1,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_2,0
101493,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_3,grp_1,,0
101494,2,0,1,1,0,0,2,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_2,0
101495,0,0,1,0,0,0,3,0,0,1,grp_2,grp_3,grp_3,grp_2,grp_1,grp_2,0
101496,0,1,1,2,0,0,1,0,0,1,grp_2,grp_3,grp_4,grp_2,grp_1,grp_3,0
101497,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_2,grp_1,grp_1,grp_2,0
101498,0,0,1,0,0,0,3,0,1,0,grp_3,grp_3,grp_4,grp_2,grp_1,grp_3,0
101499,0,2,1,0,0,0,3,1,1,1,grp_1,grp_3,grp_1,grp_1,grp_3,grp_1,0
101500,0,2,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_2,grp_3,grp_3,,0
101501,2,0,1,0,0,0,3,1,1,1,grp_2,grp_2,grp_2,grp_3,grp_2,grp_3,0
101502,0,0,1,0,1,2,3,0,1,0,grp_1,grp_3,grp_1,grp_2,grp_2,,0
101503,0,0,1,2,1,0,1,0,0,1,grp_2,grp_3,grp_4,grp_2,grp_1,grp_4,0
101504,2,0,1,0,0,0,3,1,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_3,0
101505,0,0,1,0,0,0,2,0,1,1,grp_2,grp_3,grp_4,grp_3,grp_3,grp_4,0
101506,2,2,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_1,0
101507,0,0,1,2,1,0,3,0,1,1,grp_2,grp_3,grp_4,grp_3,grp_2,grp_3,0
101508,0,0,1,0,0,0,1,0,0,0,grp_1,grp_3,grp_1,grp_3,grp_3,grp_1,0
101509,1,0,1,0,0,2,3,0,0,1,grp_1,grp_3,grp_4,grp_3,grp_1,grp_3,0
101510,0,2,1,0,0,0,1,0,1,1,grp_2,grp_3,grp_1,grp_3,grp_1,grp_2,0
101511,0,0,1,0,0,0,1,0,0,1,grp_1,grp_3,grp_3,grp_3,grp_3,grp_2,0
101512,0,0,1,2,1,2,1,0,0,1,grp_2,grp_3,grp_4,grp_2,grp_2,grp_4,0
101513,0,2,1,0,0,2,1,0,0,1,grp_2,grp_3,grp_3,grp_1,grp_2,grp_3,0
101514,2,2,1,0,1,0,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_2,grp_4,0
101515,0,0,1,2,1,0,2,1,0,1,grp_1,grp_3,grp_3,grp_2,grp_3,grp_3,0
101516,2,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_3,grp_3,grp_1,grp_1,0
101517,0,0,1,0,1,0,1,0,1,1,grp_2,grp_3,grp_1,grp_3,grp_3,grp_2,0
101518,0,0,1,0,0,2,1,0,1,1,grp_2,grp_3,grp_1,grp_3,grp_1,grp_4,0
101519,2,0,1,1,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_1,grp_1,0
101520,1,2,0,0,0,0,3,1,1,1,grp_3,grp_3,grp_3,grp_3,grp_1,grp_2,1
101521,0,0,1,1,0,2,3,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_2,grp_2,0
101522,2,1,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_2,0
101523,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_2,0
101524,1,0,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_2,grp_3,grp_3,,0
101525,0,2,1,2,0,0,2,0,0,1,grp_1,grp_3,grp_3,grp_1,grp_3,grp_3,0
101526,2,0,1,1,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_2,0
101527,1,2,1,0,0,0,1,0,1,1,grp_3,grp_3,grp_4,grp_2,grp_3,grp_4,0
101528,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_1,grp_2,0
101529,0,0,1,2,1,0,1,0,1,1,grp_2,grp_3,grp_3,grp_2,grp_1,grp_3,0
101530,2,2,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_1,grp_2,0
101531,0,2,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_4,grp_2,grp_3,grp_4,0
101532,2,0,1,2,1,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_2,0
101533,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_1,0
101534,2,1,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_3,grp_3,grp_4,0
101535,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_4,grp_3,grp_1,grp_3,0
101536,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_1,grp_1,0
101537,0,0,1,1,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_3,grp_1,0
101538,0,2,1,0,0,0,3,1,1,1,grp_3,grp_3,grp_3,grp_3,grp_1,grp_2,0
101539,2,0,1,1,0,0,3,0,1,1,grp_2,grp_1,grp_3,grp_3,grp_2,grp_1,0
101540,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_3,grp_2,grp_1,0
101541,0,2,1,0,0,0,2,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_3,grp_1,0
101542,1,0,1,1,0,2,3,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_1,grp_1,0
101543,2,1,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,,0
101544,0,0,1,0,0,0,1,0,0,0,grp_1,grp_3,grp_3,grp_1,grp_1,grp_3,0
101545,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_2,grp_2,0
101546,0,0,1,0,0,0,1,0,1,1,grp_3,grp_3,grp_4,grp_3,grp_1,grp_4,0
101547,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_2,0
101548,0,0,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_4,grp_2,grp_3,grp_3,0
101549,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_3,grp_1,0
101550,0,0,1,2,1,0,1,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_3,grp_1,0
101551,0,1,1,2,1,0,2,0,0,1,grp_1,grp_3,grp_2,grp_2,grp_3,,0
101552,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_3,grp_3,grp_1,grp_2,0
101553,0,0,1,0,0,0,1,0,1,1,grp_3,grp_3,grp_2,grp_2,grp_1,grp_3,0
101554,1,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_1,,0
101555,0,0,1,0,1,2,1,0,0,1,grp_3,grp_3,grp_3,grp_2,grp_2,grp_2,0
101556,0,2,1,2,1,0,1,0,0,1,grp_2,grp_3,grp_3,grp_2,grp_2,grp_3,0
101557,0,0,1,0,0,0,1,0,0,0,grp_3,grp_3,grp_3,grp_3,grp_3,grp_3,0
101558,0,0,1,0,0,0,1,0,1,1,grp_1,grp_3,grp_4,grp_2,grp_3,grp_4,0
101559,0,2,1,2,1,0,2,0,0,1,grp_1,grp_3,grp_4,grp_2,grp_1,grp_4,0
101560,1,0,1,2,1,0,3,0,1,1,grp_1,grp_3,grp_3,grp_3,grp_3,grp_1,0
101561,0,0,1,2,1,2,3,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_2,grp_1,0
101562,2,0,1,0,1,2,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_2,0
101563,0,0,1,2,1,0,2,0,0,1,grp_2,grp_3,grp_4,grp_2,grp_3,grp_4,0
101564,1,0,1,1,0,2,1,0,1,1,grp_2,grp_3,grp_2,grp_3,grp_1,,0
101565,0,0,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_1,grp_3,grp_3,grp_1,0
101566,0,0,1,2,1,2,2,0,0,1,grp_1,grp_3,grp_1,grp_3,grp_1,,0
101567,0,0,1,1,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_1,grp_1,0
101568,0,0,1,0,0,0,2,0,0,1,grp_2,grp_3,grp_1,grp_1,grp_2,grp_2,0
101569,0,0,1,0,0,0,1,0,0,1,grp_1,grp_3,grp_1,grp_3,grp_3,grp_3,0
101570,2,0,1,0,0,2,3,0,1,1,grp_1,grp_2,grp_2,grp_1,grp_1,grp_3,0
101571,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_3,grp_1,grp_3,0
101572,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_1,grp_2,0
101573,2,0,1,1,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_2,0
101574,0,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_2,grp_1,0
101575,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_2,grp_1,0
101576,0,0,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_3,grp_1,grp_3,grp_2,0
101577,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
101578,0,2,0,0,0,0,3,0,1,1,grp_1,grp_3,grp_4,grp_1,grp_1,grp_3,0
101579,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_3,grp_3,grp_3,grp_3,0
101580,2,2,1,2,1,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_2,grp_1,0
101581,0,0,1,0,1,0,1,0,0,1,grp_2,grp_3,grp_3,grp_2,grp_3,grp_3,0
101582,2,1,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_2,0
